"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Commodities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","672","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","5659","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","10395","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","769","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3179","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","15707","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8215","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","6062","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1041","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","926","","","","0"
"2013-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","186","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","56204","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","25787","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","5647","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","73","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","692","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","959","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","6031","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","11547","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","838","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","4390","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","17065","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","8962","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","6082","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","1641","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","1015","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","224","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","50242","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","23008","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","4449","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","59","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","646","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","656","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","5743","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","10681","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","774","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3206","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","15861","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8167","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","6003","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1047","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","927","","","","0"
"2013-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","190","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","50917","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","23486","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","4110","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","57","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","688","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","641","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","6074","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","11114","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","802","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","2852","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","16316","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","8263","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","6343","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","759","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","972","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","189","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","50741","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","23492","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","4538","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","62","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","652","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","664","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","5798","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","10991","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","787","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3184","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","15878","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8187","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","6030","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1041","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","926","","","","0"
"2013-10","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","190","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","47783","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","22578","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","4830","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","49","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","653","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","483","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","5050","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","10801","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","712","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","2466","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","14870","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","7869","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","6043","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","847","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","811","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","168","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","51102","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","23835","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","4688","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","62","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","656","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","676","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","5849","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","11120","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","784","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3186","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","15925","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8156","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","6003","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1048","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","919","","","","0"
"2014-01","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","186","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","53585","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","24486","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","4649","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","59","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","640","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","622","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","6235","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","11466","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","815","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","3517","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","17175","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","8407","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","6133","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","1048","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","1021","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","205","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","51768","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","24073","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","4806","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","58","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","648","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","680","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","5992","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","11100","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","789","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3230","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","16251","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8214","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","6048","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1049","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","924","","","","0"
"2014-04","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","193","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","59079","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","27417","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","6117","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","78","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","710","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","1044","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","6434","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","12149","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","885","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Accommodation","Dollars","81","millions","6","v81621","1.1.1.10","4582","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Food and beverage services","Dollars","81","millions","6","v81625","1.1.1.14","18001","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Other tourism commodities","Dollars","81","millions","6","v81631","1.1.1.20","9079","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Recreation and entertainment","Dollars","81","millions","6","v81632","1.1.1.21","6113","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Travel agency services","Dollars","81","millions","6","v81633","1.1.1.22","1694","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Pre-trip expenditures","Dollars","81","millions","6","v29788894","1.1.1.25","1037","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Unadjusted","Convention fees","Dollars","81","millions","6","v29788895","1.1.1.26","235","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Total tourism commodities","Dollars","81","millions","6","v19458045","1.3.2.1","51868","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Transportation","Dollars","81","millions","6","v19458046","1.3.2.2","24116","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger air transport","Dollars","81","millions","6","v19458047","1.3.2.3","4879","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Passenger rail transport","Dollars","81","millions","6","v19458048","1.3.2.4","58","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Interurban bus transport","Dollars","81","millions","6","v19458049","1.3.2.5","657","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle rental","Dollars","81","millions","6","v19458050","1.3.2.6","693","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle repairs and parts","Dollars","81","millions","6","v19458051","1.3.2.7","6013","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Vehicle fuel","Dollars","81","millions","6","v19458052","1.3.2.8","11018","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other transportation","Dollars","81","millions","6","v19458053","1.3.2.9","798","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Accommodation","Dollars","81","millions","6","v19458054","1.3.2.10","3239","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Food and beverage services","Dollars","81","millions","6","v19458055","1.3.2.14","16379","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Other tourism commodities","Dollars","81","millions","6","v19458056","1.3.2.20","8134","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Recreation and entertainment","Dollars","81","millions","6","v19458057","1.3.2.21","5943","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Travel agency services","Dollars","81","millions","6","v19458058","1.3.2.22","1048","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Pre-trip expenditures","Dollars","81","millions","6","v29788898","1.3.2.25","947","","","","0"
"2014-07","Canada","2016A000011124","2012 constant prices","Seasonally adjusted at quarterly rates","Convention fees","Dollars","81","millions","6","v29788899","1.3.2.26","196","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Total tourism commodities","Dollars","81","millions","6","v81612","1.1.1.1","52268","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Transportation","Dollars","81","millions","6","v81613","1.1.1.2","23605","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Passenger air transport","Dollars","81","millions","6","v81614","1.1.1.3","4365","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Passenger rail transport","Dollars","81","millions","6","v81615","1.1.1.4","60","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Interurban bus transport","Dollars","81","millions","6","v81616","1.1.1.5","677","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle rental","Dollars","81","millions","6","v81617","1.1.1.6","667","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle repairs and parts","Dollars","81","millions","6","v81618","1.1.1.7","6493","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Vehicle fuel","Dollars","81","millions","6","v81619","1.1.1.8","10493","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Unadjusted","Other transportation","Dollars","81","millions","6","v81620","1.1.1.9","850","","","","0"
